condition,epoch,image_id,true_label,assigned_label,raw_norm,q_actual,q_neutral,G_actual,G_neutral,Delta_G,p_assigned_actual,p_assigned_neutral,loss_actual,loss_neutral,target_logit_actual,target_logit_neutral,cosine_sim
A,40,3527,17,17,18.80720329284668,-0.41757217049598694,0.0,1.0266845492878929e-05,0.000273040437605232,-0.00026277359211235307,0.9999996423721313,0.9999880790710449,3.576278118089249e-07,1.1920858014491387e-05,26.950000762939453,23.726255416870117,0.9983144402503967
A,40,3437,17,17,17.820465087890625,-0.5734307169914246,0.0,3.560859624940349e-07,4.469834311748855e-05,-4.434225715499451e-05,1.0,0.9999977350234985,-0.0,2.264974000354414e-06,28.683231353759766,24.39699363708496,0.5790975093841553
A,40,3554,17,17,21.456968307495117,0.0009667815174907446,0.0,3.337093585287221e-05,3.3229262044187635e-05,1.4167380868457258e-07,0.9999984502792358,0.9999984502792358,1.5497195136049413e-06,1.5497195136049413e-06,25.16025733947754,25.16994285583496,0.9999871253967285
A,40,4042,18,18,25.904659271240234,0.7034940123558044,0.0,0.00358880334533751,3.91233569985161e-08,0.0035887642219805116,0.999755322933197,1.0,0.00024470672360621393,-0.0,18.54428482055664,29.871023178100586,0.9047322273254395
A,40,3684,18,18,16.352340698242188,-0.8053257465362549,0.0,2.2789498643760453e-07,5.993672675685957e-05,-5.9708831770421966e-05,1.0,0.9999969005584717,-0.0,3.099436753473128e-06,27.236373901367188,22.46942710876465,0.44699129462242126
A,40,3970,18,18,18.581985473632812,-0.4531460702419281,0.0,2.824808404966461e-07,1.771331881172955e-05,-1.7430837971232904e-05,1.0,0.9999992847442627,-0.0,7.152555099310121e-07,29.68871307373047,25.80340003967285,0.77635258436203
A,40,3830,18,18,22.69182777404785,0.1960168331861496,0.0,0.00011039469973184168,1.2560034519992769e-05,9.783466521184891e-05,0.9999939203262329,0.9999994039535522,6.079655122448457e-06,5.960462772236497e-07,24.255172729492188,26.524682998657227,0.9968230724334717
A,40,4240,19,19,19.36052703857422,-0.33017289638519287,0.0,8.193179041882104e-07,2.704883627302479e-05,-2.622951836883658e-05,1.0,0.9999985694885254,-0.0,1.4305104514278355e-06,28.437122344970703,25.503374099731445,0.5693957805633545
A,40,4185,19,19,21.697105407714844,0.03889721632003784,0.0,2.589231007732451e-05,1.6731750292819925e-05,9.160559784504585e-06,0.9999985694885254,0.9999991655349731,1.4305104514278355e-06,8.344646857949556e-07,25.530473709106445,25.942209243774414,0.9998521208763123
A,40,4301,19,19,21.043657302856445,-0.06431703269481659,0.0,1.2466479347494897e-05,2.397471143922303e-05,-1.1508232091728132e-05,0.9999995231628418,0.9999990463256836,4.768370445162873e-07,9.536738616588991e-07,26.51549530029297,25.86466407775879,0.9999916553497314
A,40,4167,19,19,19.082870483398438,-0.37402966618537903,0.0,7.664471922907978e-06,0.0001288078783545643,-0.00012114340643165633,0.9999997615814209,0.9999948740005493,2.3841855067985307e-07,5.125986263010418e-06,25.364383697509766,22.602994918823242,0.997391402721405
