image_id,epoch,cg_A,cg_B,cg_C,cg_D,CG_C_minus_D,CG_A_minus_B,cumulative_interaction
10094,30,636.5946893705404,764.7640279941261,787.0588161507621,885.8014779090881,-98.742661758326,-128.16933862358565,29.42667686525965
10094,40,642.509070231521,798.2128715626895,790.5400911280885,1022.0206705331802,-231.4805794050917,-155.7038013311685,-75.7767780739232
10095,10,421.49763107299805,420.962215423584,411.53517150878906,404.1244583129883,7.410713195800781,0.5354156494140625,6.875297546386719
10095,20,655.7594622373581,730.0585556030273,732.9688930511475,719.9238033294678,13.045089721679688,-74.29909336566925,87.34418308734894
10095,30,655.837459816481,944.6251742839813,748.3417838187888,946.3173055648804,-197.97552174609154,-288.78771446750034,90.81219272140879
10095,40,655.8776478091895,1033.2601689100266,752.3143785195425,1068.512011051178,-316.19763253163546,-377.38252110083704,61.184888569201576
10096,10,419.67845153808594,413.1644477844238,435.29735946655273,428.16098403930664,7.136375427246094,6.514003753662109,0.6223716735839844
10096,20,667.7443161010742,681.1249351501465,741.1163501739502,714.0015335083008,27.114816665649414,-13.380619049072266,40.49543571472168
10096,30,729.7244060263038,915.2572288513184,807.2893923521042,928.7842292785645,-121.49483692646027,-185.5328228250146,64.03798589855433
10096,40,818.7331815585494,1129.941261291504,817.338077493012,1154.416509628296,-337.07843213528395,-311.2080797329545,-25.870352402329445
10109,10,411.279748916626,426.9744682312012,405.93367767333984,404.0949249267578,1.8387527465820312,-15.694719314575195,17.533472061157227
10109,20,651.8734223842621,733.1411437988281,711.443244934082,735.88401222229,-24.440767288208008,-81.26772141456604,56.82695412635803
10109,30,658.7552268765867,884.6627626419067,927.975510597229,1018.0406150817871,-90.0651044845581,-225.90753576532006,135.84243128076196
10109,40,660.7775992732495,945.2210229933262,1043.093332529068,1264.0757389068604,-220.98240637779236,-284.4434237200767,63.46101734228432
10111,10,417.28819847106934,414.34220123291016,415.3771743774414,418.3138256072998,-2.9366512298583984,2.9459972381591797,-5.882648468017578
10111,20,607.6821885108948,701.680248260498,683.05029296875,721.3976001739502,-38.347307205200195,-93.99805974960327,55.650752544403076
10111,30,614.9561350299045,814.844364464283,838.3141931295395,945.7574872970581,-107.44329416751862,-199.88822943437845,92.44493526685983
10111,40,621.5372106279247,925.9808820486069,963.2573827505112,1140.1974744796753,-176.94009172916412,-304.4436714206822,127.5035796915181
10116,10,443.45526123046875,431.20586013793945,418.293399810791,416.41962814331055,1.8737716674804688,12.249401092529297,-10.375629425048828
10116,20,718.2154612541199,752.5990180969238,735.4889030456543,726.2328948974609,9.25600814819336,-34.383556842803955,43.639564990997314
10116,30,723.4449806641787,965.7416944503784,795.7339484393597,979.9549446105957,-184.22099617123604,-242.2967137861997,58.07571761496365
10116,40,729.5690428931266,1140.2075326442719,841.2620395869017,1195.2712745666504,-354.0092349797487,-410.63848975114524,56.62925477139652
1012,10,433.6425361633301,427.9756088256836,418.95974349975586,420.7948303222656,-1.8350868225097656,5.666927337646484,-7.50201416015625
1012,20,609.1552776396275,724.6442584991455,731.7660331726074,748.314302444458,-16.548269271850586,-115.48898085951805,98.94071158766747
1012,30,612.5482048504055,849.1413123607635,848.8433789014816,1031.9420051574707,-183.09862625598907,-236.5931075103581,53.49448125436902
1012,40,614.5269837267697,876.7057811617851,875.9112573936582,1304.6564502716064,-428.7451928779483,-262.17879743501544,-166.56639544293284
10127,10,424.04111099243164,407.37203216552734,409.64770889282227,377.0304203033447,32.61728858947754,16.669078826904297,15.948209762573242
10127,20,603.0284724831581,722.5122680664062,699.911819934845,687.423906326294,12.487913608551025,-119.48379558324814,131.97170919179916
10127,30,603.7123029662762,868.9578513875604,880.8433465957642,962.783052444458,-81.93970584869385,-265.2455484212842,183.30584257259034
10127,40,608.6809638557024,905.5457205846906,941.1247063279152,1220.3468704223633,-279.2221640944481,-296.86475672898814,17.64259263454005
10133,10,408.0570888519287,421.2346611022949,398.727481842041,430.8276023864746,-32.100120544433594,-13.177572250366211,-18.922548294067383
10133,20,563.6871528476477,732.1948432922363,605.826452255249,731.5929317474365,-125.7664794921875,-168.50769044458866,42.74121095240116
